,content,content_stemmed,id,type,new,table_id,json,label_added,prediction,confidence
3125,"Name 1. Depot Gesellschaft mbH
Bonn",nam depot gesellschaft mbhbonn,728.json_table_0,,"['728', 'json_table_0']",json_table_0,728,,Information,0.9586530172413794
3126,"Name 3 p Gesellschaft für Kommunikation mbH
Frankfurt am Main",nam gesellschaft fur kommunikation mbhfrankfurt main,535.json_table_0,,"['535', 'json_table_0']",json_table_0,535,,Information,0.9586530172413794
3127,"Name 121 WATT GmbH Gesellschaft für neue Medien
München",nam watt gmbh gesellschaft fur neu medienmunch,214.json_table_0,,"['214', 'json_table_0']",json_table_0,214,,Information,0.9586530172413794
3128,"Name 1. Depot Gesellschaft mbH
Bonn",nam depot gesellschaft mbhbonn,792.json_table_0,,"['792', 'json_table_0']",json_table_0,792,,Information,0.9586530172413794
3129,"Name 3 p Gesellschaft für Kommunikation mbH
Frankfurt am Main",nam gesellschaft fur kommunikation mbhfrankfurt main,389.json_table_0,,"['389', 'json_table_0']",json_table_0,389,,Information,0.9586530172413794
3130,"01.01.2013
EUR I. Immaterielle Vermögensgegenstände 1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen 1. Technische Anlagen und Maschinen 2. Geleistete Anzahlungen und Anlagen im Bau III. Finanzanlagen 1. Beteiligungen Gesamt",eur immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag technisch anlag und maschin geleistet anzahl und anlag bau iii finanzanlag beteil gesamt,415.json_table_5,Entwicklungdes Anlagevermögens,"['415', 'json_table_5']",json_table_5,415,2020-07-25 14:53:35.759042,Entwicklungdes Anlagevermögens,0.96
3131,"Aktiva A. Anlagevermögen I. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. sonstige Aktiva Bilanzsumme, Summe Aktiva",aktiva anlagevermog sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck sonstig aktiva bilanzsumm summ aktiva,185.json_table_1,,"['185', 'json_table_1']",json_table_1,185,,Aktiva,0.96
3132,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte - Beteiligungen - Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Sonstige finanzielle Verbindlichkeiten Davon aggregiert nach Bewertungskategorien: - Loans and receivables (lar) - Available-for-sale (afs) - Financial liabilities measured at amortised cost (flac) - Hedging derivatives (hd) (negativer Marktwert),finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm sonstig finanziell verbind davon aggregiert nach bewertungskategori loan and receivabl lar availableforsal afs financial liabiliti measured amortised cost flac hedging derivativ negativ marktwert,900.json_table_73,Vermögenswerte,"['900', 'json_table_73']",json_table_73,900,2020-07-24 14:50:12.630602,Vermögenswerte,0.96
3133,"Passiva A. Eigenkapital I. gezeichnetes Kapital II. Kapitalrücklage III. Verlustvortrag IV. Jahresfehlbetrag B. Einlagen stiller Gesellschafter C. zur Durchführung der Kapitalerhöhung geleistete Einlagen D. Rückstellungen E. Verbindlichkeiten Bilanzsumme, Summe Passiva",passiva eigenkapital gezeichnet kapital kapitalrucklag iii verlustvortrag jahresfehlbetrag einlag still gesellschaft zur durchfuhr der kapitalerhoh geleistet einlag ruckstell verbind bilanzsumm summ passiva,400.json_table_2,Passiva,"['400', 'json_table_2']",json_table_2,400,2020-07-22 21:59:33,Passiva,0.96
3134,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte - Beteiligungen - Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Sonstige finanzielle Verbindlichkeiten Davon aggregiert nach Bewertungskategorien: - Loans and receivables (lar) - Available-for-sale (afs) - Financial liabilities measured at amortised cost (flac) - Hedging derivatives (hd) (negativer Marktwert),finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm sonstig finanziell verbind davon aggregiert nach bewertungskategori loan and receivabl lar availableforsal afs financial liabiliti measured amortised cost flac hedging derivativ negativ marktwert,900.json_table_74,Vermögenswerte,"['900', 'json_table_74']",json_table_74,900,2020-07-24 14:49:51.634440,Vermögenswerte,0.96
3135,"31.12.2013
EUR I. Immaterielle Vermögensgegenstände 1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen 1. Technische Anlagen und Maschinen 2. Geleistete Anzahlungen und Anlagen im Bau III. Finanzanlagen 1. Beteiligungen Gesamt",eur immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag technisch anlag und maschin geleistet anzahl und anlag bau iii finanzanlag beteil gesamt,415.json_table_6,Entwicklungdes Anlagevermögens,"['415', 'json_table_6']",json_table_6,415,2020-07-25 14:52:24.894019,Entwicklungdes Anlagevermögens,0.96
3136,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen - Forderungen aus Finanzierungsleasing - Übrige Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte Beteiligungen Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Verbindlichkeiten gegenüber Kreditinstituten Sonstige finanzielle Verbindlichkeiten - Verbindlichkeiten aus Finanzierungsleasing - Übrige Davon aggregiert nach Bewertungskategorien: - Loans and receivables (lar) - Available-for-sale (afs) - Financial liabilities measured at amortised cost (flac) - Finanzierungsleasing,finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder aus finanzierungsleasing brig forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm verbind gegenub kreditinstitut sonstig finanziell verbind verbind aus finanzierungsleasing brig davon aggregiert nach bewertungskategori loan and receivabl lar availableforsal afs financial liabiliti measured amortised cost flac finanzierungsleasing,900.json_table_76,Vermögenswerte,"['900', 'json_table_76']",json_table_76,900,2020-07-25 15:52:23.535644,Vermögenswerte,0.96
3137,"Passiva A. Eigenkapital I. gezeichnetes Kapital II. Kapitalrücklage III. Verlustvortrag IV. Jahresfehlbetrag B. Einlagen stiller Gesellschafter C. zur Durchführung der Kapitalerhöhung geleistete Einlagen D. Rückstellungen E. Verbindlichkeiten Bilanzsumme, Summe Passiva",passiva eigenkapital gezeichnet kapital kapitalrucklag iii verlustvortrag jahresfehlbetrag einlag still gesellschaft zur durchfuhr der kapitalerhoh geleistet einlag ruckstell verbind bilanzsumm summ passiva,676.json_table_2,,"['676', 'json_table_2']",json_table_2,676,,Passiva,0.96
3138,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen - Forderungen aus Finanzierungsleasing - Übrige Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte Beteiligungen Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Verbindlichkeiten gegenüber Kreditinstituten Sonstige finanzielle Verbindlichkeiten - Verbindlichkeiten aus Finanzierungsleasing - Übrige Davon aggregiert nach Bewertungskategorien: - Loans and receivables (lar) - Available-for-sale (afs) - Financial liabilities measured at amortised cost (flac) - Finanzierungsleasing,finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder aus finanzierungsleasing brig forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm verbind gegenub kreditinstitut sonstig finanziell verbind verbind aus finanzierungsleasing brig davon aggregiert nach bewertungskategori loan and receivabl lar availableforsal afs financial liabiliti measured amortised cost flac finanzierungsleasing,900.json_table_75,Vermögenswerte,"['900', 'json_table_75']",json_table_75,900,2020-07-26 09:32:21.530478,Vermögenswerte,0.96
3139,"Sonstige Rückstellungen, in TEUR Personalverpflichtungen",sonstig ruckstell teur personalverpflicht,703.json_table_3,Rückstellungen,"['703', 'json_table_3']",json_table_3,703,2020-07-24 22:03:43.324652,Rückstellungen,0.96
3140,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte - Beteiligungen - Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Sonstige finanzielle Verbindlichkeiten Davon aggregiert nach Bewertungskategorien: - Loans and receivables (lar) - Available-for-sale (afs) - Financial liabilities measured at amortised cost (flac) - Hedging derivatives (hd) (negativer Marktwert),finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm sonstig finanziell verbind davon aggregiert nach bewertungskategori loan and receivabl lar availableforsal afs financial liabiliti measured amortised cost flac hedging derivativ negativ marktwert,691.json_table_101,,"['691', 'json_table_101']",json_table_101,691,,Vermögenswerte,0.96
3141,"01.01.2013
EUR I. Immaterielle Vermögensgegenstände 1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen 1. Technische Anlagen und Maschinen 2. Geleistete Anzahlungen und Anlagen im Bau III. Finanzanlagen 1. Beteiligungen Gesamt",eur immateriell vermogensgegenstand entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag technisch anlag und maschin geleistet anzahl und anlag bau iii finanzanlag beteil gesamt,415.json_table_4,Entwicklungdes Anlagevermögens,"['415', 'json_table_4']",json_table_4,415,2020-07-25 14:51:23.484017,Entwicklungdes Anlagevermögens,0.96
3142,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte - Beteiligungen - Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Sonstige finanzielle Verbindlichkeiten Davon aggregiert nach Bewertungskategorien: - Loans and receivables (lar) - Available-for-sale (afs) - Financial liabilities measured at amortised cost (flac) - Hedging derivatives (hd) (negativer Marktwert),finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm sonstig finanziell verbind davon aggregiert nach bewertungskategori loan and receivabl lar availableforsal afs financial liabiliti measured amortised cost flac hedging derivativ negativ marktwert,691.json_table_100,Vermögenswerte,"['691', 'json_table_100']",json_table_100,691,2020-07-24 14:49:25.908322,Vermögenswerte,0.96
3143,"Cash Flow aus laufender Geschäftstätigkeit Jahresergebnis + Abschreibungen auf Anlagevermögen Abnahme (+), Zunahme (./.) der Aktiva und Zunahme (+), Abnahme (./.) der Passiva Vorratsvermögen Forderungen aus Lieferungen und Leistungen Sonstige Vermögensgegenstände Rückstellungen Verbindlichkeiten aus Lieferungen und Leistungen sonstige Verbindlichkeiten, passiver RAP Mittelzufluss aus laufender Geschäftstätigkeit Cash Flow aus dem Investitionsbereich ./. Investitionen in Anlagevermögen + Abgänge Anlagevermögen + Abgänge Finanzanlagen, Versicherungsansprüche Mittelabfluss aus dem Investitionsbereich Cash Flow aus dem Finanzbereich Einzahlungen aus EK-Zuführungen ./. Auszahlungen aus EK-Zuführungen + Einzahlungen lngf. Finanzierung ./. Auszahlungen lngf. Finanzierung Mittelzufluss aus dem Finanzbereich Veränderung der liquiden Mittel Liquide Mittel am Jahresanfang Liquide Mittel am Jahresende Veränderung der liquiden Mittel",cash flow aus laufend geschaftstat jahresergebnis abschreib auf anlagevermog abnahm zunahm der aktiva und zunahm abnahm der passiva vorratsvermog forder aus liefer und leistung sonstig vermogensgegenstand ruckstell verbind aus liefer und leistung sonstig verbind passiv rap mittelzufluss aus laufend geschaftstat cash flow aus dem investitionsbereich investition anlagevermog abgang anlagevermog abgang finanzanlag versicherungsanspruch mittelabfluss aus dem investitionsbereich cash flow aus dem finanzbereich einzahl aus ekzufuhr auszahl aus ekzufuhr einzahl lngf finanzier auszahl lngf finanzier mittelzufluss aus dem finanzbereich verander der liquid mittel liquid mittel jahresanfang liquid mittel jahres verander der liquid mittel,352.json_table_4,Kapitalflussrechnung,"['352', 'json_table_4']",json_table_4,352,2020-07-23 19:22:26.114600,Kapitalflussrechnung,0.96
3144,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,875.json_table_1,,"['875', 'json_table_1']",json_table_1,875,,Aktiva,0.96
3145,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,974.json_table_1,,"['974', 'json_table_1']",json_table_1,974,,Aktiva,0.96
3146,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,110.json_table_1,Aktiva,"['110', 'json_table_1']",json_table_1,110,2020-07-22 19:35:23,Aktiva,0.96
3147,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,573.json_table_1,,"['573', 'json_table_1']",json_table_1,573,,Aktiva,0.96
3148,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,825.json_table_1,,"['825', 'json_table_1']",json_table_1,825,,Aktiva,0.96
3149,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,18.json_table_1,,"['18', 'json_table_1']",json_table_1,18,,Aktiva,0.96
3150,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,186.json_table_1,,"['186', 'json_table_1']",json_table_1,186,,Aktiva,0.96
3151,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,77.json_table_1,,"['77', 'json_table_1']",json_table_1,77,,Aktiva,0.96
3152,"Cash Flow aus laufender Geschäftstätigkeit Jahresergebnis + Abschreibungen auf Anlagevermögen Abnahme (+), Zunahme (./.) der Aktiva und Zunahme (+), Abnahme (./.) der Passiva Vorratsvermögen Forderungen aus Lieferungen und Leistungen Sonstige Vermögensgegenstände Rückstellungen Verbindlichkeiten aus Lieferungen und Leistungen sonstige Verbindlichkeiten, passiver RAP Mittelzufluss aus laufender Geschäftstätigkeit Cash Flow aus dem Investitionsbereich ./. Investitionen in Anlagevermögen + Abgänge Anlagevermögen + Abgänge Finanzanlagen, Versicherungsansprüche Mittelabfluss aus dem Investitionsbereich Cash Flow aus dem Finanzbereich Einzahlungen aus EK-Zuführungen ./. Auszahlungen aus EK-Zuführungen + Einzahlungen lngf. Finanzierung ./. Auszahlungen lngf. Finanzierung Mittelzufluss aus dem Finanzbereich Veränderung der liquiden Mittel Liquide Mittel am Jahresanfang Liquide Mittel am Jahresende Veränderung der liquiden Mittel",cash flow aus laufend geschaftstat jahresergebnis abschreib auf anlagevermog abnahm zunahm der aktiva und zunahm abnahm der passiva vorratsvermog forder aus liefer und leistung sonstig vermogensgegenstand ruckstell verbind aus liefer und leistung sonstig verbind passiv rap mittelzufluss aus laufend geschaftstat cash flow aus dem investitionsbereich investition anlagevermog abgang anlagevermog abgang finanzanlag versicherungsanspruch mittelabfluss aus dem investitionsbereich cash flow aus dem finanzbereich einzahl aus ekzufuhr auszahl aus ekzufuhr einzahl lngf finanzier auszahl lngf finanzier mittelzufluss aus dem finanzbereich verander der liquid mittel liquid mittel jahresanfang liquid mittel jahres verander der liquid mittel,335.json_table_4,Kapitalflussrechnung,"['335', 'json_table_4']",json_table_4,335,2020-07-23 19:56:46.284332,Kapitalflussrechnung,0.96
3153,A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnvortrag V. Bilanzgewinn B. Einlagen stiller Gesellschafter C. Rückstellungen D. Verbindlichkeiten E. Rechnungsabgrenzungsposten Summe Passiva,eigenkapital gezeichnet kapital gewinnvortrag bilanzgewinn einlag still gesellschaft ruckstell verbind rechnungsabgrenzungspost summ passiva,155.json_table_2,,"['155', 'json_table_2']",json_table_2,155,,Passiva,0.96
3154,A. Eigenkapital I. Gezeichnetes Kapital II. Gewinnvortrag/Verlustvortrag V. Jahresüberschuss/Jahresfehlbetrag B. Einlagen stiller Gesellschafter C. Rückstellungen D. Verbindlichkeiten E. Rechnungsabgrenzungsposten Summe Passiva,eigenkapital gezeichnet kapital gewinnvortragverlustvortrag jahresuberschussjahresfehlbetrag einlag still gesellschaft ruckstell verbind rechnungsabgrenzungspost summ passiva,821.json_table_2,,"['821', 'json_table_2']",json_table_2,821,,Passiva,0.96
3155,A. Eigenkapital I. Gezeichnetes Kapital IV. Gewinnvortrag V. Jahresüberschuss/Jahresfehlbetrag B. Einlagen stiller Gesellschafter C. Rückstellungen D. Verbindlichkeiten E. Rechnungsabgrenzungsposten Summe Passiva,eigenkapital gezeichnet kapital gewinnvortrag jahresuberschussjahresfehlbetrag einlag still gesellschaft ruckstell verbind rechnungsabgrenzungspost summ passiva,923.json_table_2,,"['923', 'json_table_2']",json_table_2,923,,Passiva,0.96
3156,"Aktiva A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr II. Wertpapiere III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva",aktiva anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr wertpapi iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva,770.json_table_1,,"['770', 'json_table_1']",json_table_1,770,,Aktiva,0.96
3157,A. Eigenkapital I. Gezeichnetes Kapital II. Verlustvortrag III. Jahresfehlbetrag B. Rückstellungen Summe Passiva,eigenkapital gezeichnet kapital verlustvortrag iii jahresfehlbetrag ruckstell summ passiva,106.json_table_2,Passiva,"['106', 'json_table_2']",json_table_2,106,2020-07-22 19:35:23,Passiva,0.96
3158,Sonstige Rückstellungen,sonstig ruckstell,65.json_table_13,Rückstellungen,"['65', 'json_table_13']",json_table_13,65,2020-07-24 22:04:12.065083,Rückstellungen,0.96
3159,"Sonstige Rückstellungen, in TEUR Personalverpflichtungen",sonstig ruckstell teur personalverpflicht,502.json_table_3,Rückstellungen,"['502', 'json_table_3']",json_table_3,502,2020-07-24 22:03:51.784917,Rückstellungen,0.96
3160,Passiva A. Eigenkapital I. gezeichnetes Kapital II. Kapitalrücklage III. Verlustvortrag IV. Jahresfehlbetrag B. Rückstellungen Summe Passiva,passiva eigenkapital gezeichnet kapital kapitalrucklag iii verlustvortrag jahresfehlbetrag ruckstell summ passiva,684.json_table_2,,"['684', 'json_table_2']",json_table_2,684,,Passiva,0.96
3161,"Cash Flow aus laufender Geschäftstätigkeit Jahresergebnis + Abschreibungen auf Anlagevermögen Abnahme (+), Zunahme (./.) der Aktiva und Zunahme (+), Abnahme (./.) der Passiva Vorratsvermögen Forderungen aus Lieferungen und Leistungen Sonstige Vermögensgegenstände Rückstellungen Verbindlichkeiten aus Lieferungen und Leistungen sonstige Verbindlichkeiten, passiver RAP Mittelzufluss aus laufender Geschäftstätigkeit Cash Flow aus dem Investitionsbereich ./. Investitionen in Anlagevermögen + Abgänge Anlagevermögen + Abgänge Finanzanlagen, Versicherungsansprüche Mittelabfluss aus dem Investitionsbereich Cash Flow aus dem Finanzbereich Einzahlungen aus EK-Zuführungen ./. Auszahlungen aus EK-Zuführungen + Einzahlungen lngf. Finanzierung ./. Auszahlungen lngf. Finanzierung Mittelzufluss aus dem Finanzbereich Veränderung der liquiden Mittel Liquide Mittel am Jahresanfang Liquide Mittel am Jahresende Veränderung der liquiden Mittel",cash flow aus laufend geschaftstat jahresergebnis abschreib auf anlagevermog abnahm zunahm der aktiva und zunahm abnahm der passiva vorratsvermog forder aus liefer und leistung sonstig vermogensgegenstand ruckstell verbind aus liefer und leistung sonstig verbind passiv rap mittelzufluss aus laufend geschaftstat cash flow aus dem investitionsbereich investition anlagevermog abgang anlagevermog abgang finanzanlag versicherungsanspruch mittelabfluss aus dem investitionsbereich cash flow aus dem finanzbereich einzahl aus ekzufuhr auszahl aus ekzufuhr einzahl lngf finanzier auszahl lngf finanzier mittelzufluss aus dem finanzbereich verander der liquid mittel liquid mittel jahresanfang liquid mittel jahres verander der liquid mittel,361.json_table_4,Kapitalflussrechnung,"['361', 'json_table_4']",json_table_4,361,2020-07-23 19:22:49.444230,Kapitalflussrechnung,0.96
3162,Passiva A. Eigenkapital I. gezeichnetes Kapital II. Kapitalrücklage III. Verlustvortrag IV. Jahresüberschuss B. Rückstellungen Summe Passiva,passiva eigenkapital gezeichnet kapital kapitalrucklag iii verlustvortrag jahresuberschuss ruckstell summ passiva,257.json_table_2,,"['257', 'json_table_2']",json_table_2,257,,Passiva,0.96
